playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight,Last Season
8468524,Ilya Bryzgalov,ANA,G,8,1,4,1,Togliatti,RUS,1980-06-22,,44.0,2.0,2000.0,20012002,75,N,Bryzgalov,RUS,L,0,,213,2014-2015
8467959,Sebastien Caron,TBL,G,3,1,1,0,Amqui,CAN,1980-06-25,QC,86.0,3.0,1999.0,20002001,73,N,Caron,CAN,L,0,,170,2011-2012
8468011,Ryan Miller,ANA,G,16,4,8,2,East Lansing,USA,1980-07-17,MI,138.0,5.0,1999.0,20022003,74,N,Miller,USA,L,0,,170,2020-2021
8467430,Dany Sabourin,PIT,G,19,6,8,2,Val-d'Or,CAN,1980-09-02,QC,108.0,4.0,1998.0,20022003,76,N,Sabourin,CAN,L,0,,204,2008-2009
8467913,Alex Auld,OTT,G,14,2,4,2,Cold Lake,CAN,1981-01-07,AB,40.0,2.0,1999.0,20012002,76,N,Auld,CAN,L,0,,215,2011-2012
8468038,Michael Leighton,CAR,G,4,2,2,0,Petrolia,CAN,1981-05-19,ON,165.0,6.0,1999.0,20012002,75,N,Leighton,CAN,L,0,,186,2016-2017
8467950,Craig Anderson,BUF,G,26,11,11,2,Park Ridge,USA,1981-05-21,IL,73.0,3.0,2001.0,20022003,74,N,Anderson,USA,L,1,,187,2022-2023
8471186,Yann Danis,NJD,G,2,0,1,0,Lafontaine,CAN,1981-06-21,QC,,,,20052006,71,N,Danis,CAN,L,0,,180,2015-2016
8475080,Johan Backlund,PHI,G,1,0,1,0,Skelleftea,SWE,1981-07-24,,,,,20092010,74,N,Backlund,SWE,L,0,,198,2009-2010
8467972,Rob Zepp,PHI,G,10,5,2,0,Scarborough,CAN,1981-09-07,ON,110.0,4.0,2001.0,20142015,74,N,Zepp,CAN,L,0,,198,2014-2015
8468481,Rick DiPietro,NYI,G,3,0,3,0,Winthrop,USA,1981-09-19,MA,1.0,1.0,2000.0,20002001,72,N,DiPietro,USA,R,0,,185,2012-2013
8479138,Scott Foster,CHI,G,1,0,0,0,Sarnia,CAN,1982-01-17,ON,,,,20172018,72,N,Foster,CAN,L,0,,185,2017-2018
8473972,Jonas Hiller,CGY,G,26,9,11,1,Felben Wellhausen,CHE,1982-02-12,,,,,20072008,74,N,Hiller,CHE,R,1,,191,2015-2016
8468685,Henrik Lundqvist,NYR,G,30,10,12,3,Are,SWE,1982-03-02,,205.0,7.0,2000.0,20052006,73,Y,Lundqvist,SWE,L,1,,182,2019-2020
8473975,Erik Ersberg,LAK,G,11,4,3,2,Sala,SWE,1982-03-08,,,,,20072008,72,N,Ersberg,SWE,L,0,,165,2009-2010
8469608,Mike Smith,EDM,G,28,16,9,2,Kingston,CAN,1982-03-22,ON,161.0,5.0,2001.0,20062007,77,N,Smith,CAN,L,2,,220,2021-2022
8468489,Brent Krahn,DAL,G,1,0,0,0,Winnipeg,CAN,1982-04-02,MB,9.0,1.0,2000.0,20082009,76,N,Krahn,CAN,L,0,,232,2008-2009
8476839,Viktor Fasth,EDM,G,26,6,15,3,Kalix,SWE,1982-08-08,,,,,20122013,72,N,Fasth,SWE,L,0,,181,2014-2015
8469514,Peter Budaj,LAK,G,3,0,1,0,Banská Bystrica,SVK,1982-09-18,,63.0,2.0,2001.0,20052006,73,N,Budaj,SVK,L,0,,196,2018-2019
8469548,Ray Emery,PHI,G,31,10,11,7,Hamilton,CAN,1982-09-28,ON,99.0,4.0,2001.0,20022003,74,N,Emery,CAN,L,0,,196,2014-2015
8471469,Pekka Rinne,NSH,G,24,10,12,1,Kempele,FIN,1982-11-03,,258.0,8.0,2004.0,20052006,77,N,Rinne,FIN,L,2,,217,2020-2021
8469461,Pascal Leclaire,OTT,G,14,4,7,1,Repentigny,CAN,1982-11-07,QC,8.0,1.0,2001.0,20022003,74,N,Leclaire,CAN,L,0,,202,2010-2011
8469556,Dimitri Patzold,SJS,G,3,0,0,0,Kamenogorsk,KAZ,1983-02-03,,107.0,4.0,2001.0,20072008,72,N,Patzold,KAZ,L,0,,195,2007-2008
8474488,Matt Climie,PHX,G,1,0,0,0,Leduc,CAN,1983-02-11,AB,,,,20082009,75,N,Climie,CAN,L,0,,194,2010-2011
8470800,Mike Brodeur,OTT,G,4,0,1,0,Calgary,CAN,1983-03-30,AB,211.0,7.0,2003.0,20092010,74,N,Brodeur,CAN,L,0,,185,2010-2011
8470093,Mike McKenna,"OTT,PHI",G,11,1,5,1,St. Louis,USA,1983-04-11,MO,172.0,6.0,2002.0,20082009,74,N,McKenna,USA,R,0,,183,2018-2019
8470263,David Leneveu,CBJ,G,1,0,0,0,Fernie,CAN,1983-05-23,BC,46.0,2.0,2002.0,20052006,73,N,Leneveu,CAN,L,0,,190,2010-2011
8470147,Curtis McElhinney,TBL,G,12,4,6,2,London,CAN,1983-05-23,ON,176.0,6.0,2002.0,20072008,73,N,McElhinney,CAN,L,1,,210,2020-2021
8469569,Drew MacIntyre,TOR,G,2,0,1,0,Charlottetown,CAN,1983-06-24,PE,121.0,4.0,2001.0,20072008,73,N,MacIntyre,CAN,L,0,,190,2013-2014
8470820,Matt Zaba,NYR,G,1,0,0,0,Yorkton,CAN,1983-07-14,SK,231.0,8.0,2003.0,20092010,73,N,Zaba,CAN,L,0,,190,2009-2010
8474550,Antti Niemi,MTL,G,17,8,6,2,Vantaa,FIN,1983-08-29,,,,,20082009,74,N,Niemi,FIN,L,0,,209,2018-2019
8474855,Nathan Lawson,OTT,G,1,0,0,0,Calgary,CAN,1983-09-29,AB,,,,20102011,74,N,Lawson,CAN,L,0,,198,2013-2014
8470140,Kari Lehtonen,DAL,G,37,15,14,3,Helsinki,FIN,1983-11-16,,2.0,1.0,2002.0,20032004,76,N,Lehtonen,FIN,L,1,,209,2017-2018
8475431,Henrik Karlsson,CGY,G,9,1,4,2,Tumba,SWE,1983-11-27,,,,,20102011,78,N,Karlsson,SWE,L,0,,209,2011-2012
8470266,Tobias Stephan,DAL,G,10,1,3,1,Zurich,CHE,1984-01-21,,34.0,2.0,2002.0,20072008,74,N,Stephan,CHE,L,0,,180,2008-2009
8476846,Cristopher Nilstorp,DAL,G,1,0,0,0,Malmo,SWE,1984-02-16,,,,,20122013,75,N,Nilstorp,SWE,R,0,,190,2013-2014
8474771,Peter Mannino,WPG,G,1,0,0,0,Farmington Hills,USA,1984-02-17,MI,,,,20082009,73,N,Mannino,USA,L,0,,195,2011-2012
8474202,John Curry,MIN,G,2,0,0,1,Shorewood,USA,1984-02-27,MN,,,,20082009,71,N,Curry,USA,L,0,,185,2014-2015
8470320,Cam Ward,CHI,G,33,16,12,4,Saskatoon,CAN,1984-02-29,SK,25.0,1.0,2002.0,20052006,73,N,Ward,CAN,L,0,,194,2018-2019
8470657,Jimmy Howard,DET,G,27,2,23,2,Syracuse,USA,1984-03-26,NY,64.0,2.0,2003.0,20052006,73,N,Howard,USA,L,0,,218,2019-2020
8470074,Jeff Deslauriers,ANA,G,4,3,1,0,Saint-Jean-sur-Richelieu,CAN,1984-05-15,QC,31.0,2.0,2002.0,20082009,76,N,Deslauriers,CAN,R,0,,203,2011-2012
8470084,Hannu Toivonen,STL,G,23,6,10,5,Kalvola,FIN,1984-05-18,,29.0,1.0,2002.0,20052006,74,N,Toivonen,FIN,L,0,,200,2007-2008
8470062,Tyler Weiman,COL,G,1,0,0,0,Saskatoon,CAN,1984-06-05,SK,164.0,5.0,2002.0,20072008,71,N,Weiman,CAN,L,0,,180,2007-2008
8470216,Josh Harding,MIN,G,29,18,7,3,Regina,CAN,1984-06-18,SK,38.0,2.0,2002.0,20022003,74,N,Harding,CAN,R,3,,194,2013-2014
8470751,Chris Beckford-Tseu,STL,G,1,0,0,0,Toronto,CAN,1984-06-22,ON,159.0,5.0,2003.0,20072008,75,N,Beckford-Tseu,CAN,L,0,,201,2007-2008
8475361,Jonas Gustavsson,EDM,G,7,1,3,1,Danderyd,SWE,1984-10-24,,,,,20092010,76,N,Gustavsson,SWE,L,0,,201,2016-2017
8470594,Marc-Andre Fleury,MIN,G,26,14,9,1,Sorel,CAN,1984-11-28,QC,1.0,1.0,2003.0,20032004,74,N,Fleury,CAN,L,1,,185,2024-2025
8470645,Corey Crawford,CHI,G,40,16,20,3,Montréal,CAN,1984-12-31,QC,52.0,2.0,2003.0,20052006,74,N,Crawford,CAN,L,1,,216,2019-2020
8473632,Josh Tordjman,PHX,G,2,0,2,0,Montréal,CAN,1985-01-11,QC,,,,20082009,73,N,Tordjman,CAN,L,0,,156,2008-2009
8471219,Al Montoya,"MTL,EDM",G,13,4,3,2,Chicago,USA,1985-02-13,IL,6.0,1.0,2004.0,20082009,74,N,Montoya,USA,L,0,,200,2017-2018
8470880,Brian Elliott,TBL,G,22,12,8,2,Newmarket,CAN,1985-04-09,ON,291.0,9.0,2003.0,20072008,74,N,Elliott,CAN,L,2,,221,2022-2023
8470860,Jaroslav Halak,NYR,G,25,10,9,5,Bratislava,SVK,1985-05-13,,271.0,9.0,2003.0,20062007,71,N,Halak,SVK,L,1,,189,2022-2023
8470772,Chris Holt,STL,G,1,0,0,0,Vancouver,CAN,1985-06-05,BC,180.0,6.0,2003.0,20052006,75,N,Holt,CAN,L,0,,229,2008-2009
8476243,Iiro Tarkki,ANA,G,1,1,0,0,Rauma,FIN,1985-07-01,,,,,20112012,74,N,Tarkki,FIN,L,0,,190,2011-2012
8473638,Cedrick Desjardins,TBL,G,1,0,1,0,Edmundston,CAN,1985-09-30,NB,,,,20102011,72,N,Desjardins,CAN,R,0,,192,2013-2014
8471301,Jeff Glass,CHI,G,15,3,7,3,Calgary,CAN,1985-11-19,AB,89.0,3.0,2004.0,20172018,75,N,Glass,CAN,L,0,,206,2017-2018
8475622,Carter Hutton,ARI,G,3,0,2,0,Thunder Bay,CAN,1985-12-19,ON,,,,20122013,72,N,Hutton,CAN,L,0,,211,2021-2022
8471734,Jonathan Quick,NYR,G,25,6,17,2,Milford,USA,1986-01-21,CT,72.0,3.0,2005.0,20072008,73,N,Quick,USA,L,2,,219,2025-2026
8471306,Thomas Greiss,STL,G,21,7,10,0,Fussen,DEU,1986-01-29,,94.0,3.0,2004.0,20072008,74,N,Greiss,DEU,L,1,,219,2022-2023
8471239,Cory Schneider,NYI,G,1,1,0,0,Marblehead,USA,1986-03-18,MA,26.0,1.0,2004.0,20082009,75,N,Schneider,USA,L,0,,214,2021-2022
8475097,Brad Thiessen,PIT,G,5,3,1,0,Aldergrove,CAN,1986-03-19,BC,,,,20112012,72,N,Thiessen,CAN,L,0,,180,2011-2012
8471305,Daniel Lacosta,CBJ,G,3,2,0,0,Labrador City,CAN,1986-03-28,NL,93.0,3.0,2004.0,20072008,73,N,Lacosta,CAN,L,1,,186,2008-2009
8471230,Marek Schwarz,STL,G,2,0,0,0,Mlada Boleslav,CZE,1986-04-01,,17.0,1.0,2004.0,20062007,72,N,Schwarz,CZE,R,0,,180,2008-2009
8471302,Justin Pogge,TOR,G,7,1,4,1,Fort McMurray,CAN,1986-04-22,AB,90.0,3.0,2004.0,20082009,75,N,Pogge,CAN,L,0,,197,2008-2009
8471819,Matt Keetley,CGY,G,1,0,0,0,Medicine Hat,CAN,1986-04-27,AB,158.0,5.0,2005.0,20072008,73,N,Keetley,CAN,R,0,,187,2007-2008
8471433,Daniel Taylor,OTT,G,1,0,1,0,Plymouth,GBR,1986-04-28,,221.0,7.0,2004.0,20072008,72,N,Taylor,GBR,L,0,,198,2017-2018
8471227,Devan Dubnyk,"SJS,COL",G,22,6,11,2,Regina,CAN,1986-05-04,SK,14.0,1.0,2004.0,20092010,78,N,Dubnyk,CAN,L,1,,224,2020-2021
8471418,Anton Khudobin,CHI,G,1,0,1,0,Ust-Kamenogorsk,KAZ,1986-05-07,,206.0,7.0,2004.0,20092010,71,N,Khudobin,RUS,L,0,,210,2022-2023
8473532,Mark Dekanich,NSH,G,1,0,0,0,North Vancouver,CAN,1986-05-10,BC,146.0,5.0,2006.0,20102011,74,N,Dekanich,CAN,L,0,,185,2010-2011
8473434,Chad Johnson,"STL,ANA",G,19,2,11,0,Saskatoon,CAN,1986-06-10,SK,125.0,5.0,2006.0,20092010,75,N,Johnson,CAN,L,1,,197,2018-2019
8471403,Karri Ramo,CGY,G,37,17,18,1,Asikkala,FIN,1986-07-01,,191.0,6.0,2004.0,20062007,74,N,Ramo,FIN,L,1,,206,2015-2016
8471251,Justin Peters,ARI,G,3,0,1,0,Blyth,CAN,1986-08-30,ON,38.0,2.0,2004.0,20092010,73,N,Peters,CAN,L,0,,210,2016-2017
8475681,Ben Scrivens,MTL,G,15,5,8,0,Spruce Grove,CAN,1986-09-11,AB,,,,20112012,74,N,Scrivens,CAN,L,0,,181,2015-2016
8471781,Jeremy Duchesne,PHI,G,1,0,0,0,Silver Spring,USA,1986-10-17,MD,119.0,4.0,2005.0,20092010,72,N,Duchesne,USA,L,0,,201,2009-2010
8471750,Ben Bishop,DAL,G,44,21,16,4,Denver,USA,1986-11-21,CO,85.0,3.0,2005.0,20082009,79,N,Bishop,USA,L,2,,210,2019-2020
8473499,Reto Berra,ANA,G,5,1,1,0,Bülach,CHE,1987-01-03,,106.0,4.0,2006.0,20132014,76,N,Berra,CHE,L,0,,218,2017-2018
8475130,Alexander Salak,FLA,G,2,0,1,0,Strakonice,CZE,1987-01-05,,,,,20092010,73,N,Salak,CZE,L,0,,189,2009-2010
8471822,Brian Foster,FLA,G,1,0,0,0,Pembroke,USA,1987-02-04,NH,161.0,5.0,2005.0,20112012,74,N,Foster,USA,L,0,,185,2011-2012
8471695,Tuukka Rask,BOS,G,4,2,2,0,Savonlinna,FIN,1987-03-10,,21.0,1.0,2005.0,20072008,75,N,Rask,FIN,L,0,,176,2021-2022
8476803,Shawn Hunwick,CBJ,G,1,0,0,0,Sterling Heights,USA,1987-04-09,MI,,,,20112012,67,N,Hunwick,USA,L,0,,166,2011-2012
8471712,Jeff Frazee,NJD,G,1,0,0,0,Edina,USA,1987-05-13,MN,38.0,2.0,2005.0,20122013,72,N,Frazee,USA,L,0,,195,2012-2013
8475680,Jussi Rynnas,DAL,G,2,0,1,0,Pori,FIN,1987-05-22,,,,,20112012,77,N,Rynnas,FIN,L,0,,210,2014-2015
8473553,Jeff Zatkoff,LAK,G,13,2,7,1,Detroit,USA,1987-06-09,MI,74.0,3.0,2006.0,20132014,74,N,Zatkoff,USA,L,0,,186,2016-2017
8475660,Cam Talbot,DET,G,34,12,9,6,Caledonia,CAN,1987-07-05,ON,,,,20132014,75,N,Talbot,CAN,L,0,,202,2025-2026
8473614,Richard Bachman,VAN,G,1,0,1,0,Salt Lake City,USA,1987-07-25,UT,120.0,4.0,2006.0,20102011,70,N,Bachman,USA,L,0,,183,2018-2019
8471774,Alex Stalock,CHI,G,27,9,15,2,Saint Paul,USA,1987-07-28,MN,112.0,4.0,2005.0,20102011,71,N,Stalock,USA,L,2,,170,2022-2023
8471679,Carey Price,MTL,G,5,1,4,0,Anahim Lake,CAN,1987-08-16,BC,5.0,1.0,2005.0,20072008,75,N,Price,CAN,L,0,,217,2021-2022
8471715,Ondrej Pavelec,NYR,G,19,4,9,1,Kladno,CZE,1987-08-31,,41.0,2.0,2005.0,20072008,75,N,Pavelec,CZE,L,1,,212,2017-2018
8475663,Eddie Lack,"CGY,NJD",G,8,2,4,0,Norrtalje,SWE,1988-01-05,,,,,20132014,76,N,Lack,SWE,L,0,,187,2017-2018
8477202,Andrew Hammond,"MTL,NJD",G,11,4,5,1,Surrey,CAN,1988-02-11,BC,,,,20132014,74,N,Hammond,CAN,L,0,,215,2021-2022
8473474,Riku Helenius,TBL,G,1,0,0,0,Palkane,FIN,1988-03-01,,15.0,1.0,2006.0,20082009,75,N,Helenius,FIN,L,0,,211,2008-2009
8473503,James Reimer,OTT,G,14,7,4,2,Morweena,CAN,1988-03-15,MB,99.0,4.0,2006.0,20102011,74,N,Reimer,CAN,L,1,,200,2025-2026
8473607,Michal Neuvirth,PHI,G,7,1,4,1,Ústí nad Labem,CZE,1988-03-23,,34.0,2.0,2006.0,20082009,73,N,Neuvirth,CZE,L,0,,209,2018-2019
8473414,Leland Irving,CGY,G,6,2,1,1,Barrhead,CAN,1988-04-11,AB,26.0,1.0,2006.0,20112012,72,N,Irving,CAN,L,0,,177,2012-2013
8473575,Semyon Varlamov,NYI,G,10,3,4,3,Samara,RUS,1988-04-27,,23.0,1.0,2006.0,20082009,74,N,Varlamov,RUS,L,0,,201,2024-2025
8474765,Anders Lindback,ARI,G,19,5,7,1,Gavle,SWE,1988-05-03,,207.0,7.0,2008.0,20102011,78,N,Lindback,SWE,L,0,,215,2015-2016
8473461,Steve Mason,WPG,G,13,5,6,1,Oakville,CAN,1988-05-29,ON,69.0,3.0,2006.0,20082009,76,N,Mason,CAN,R,1,,210,2017-2018
8473523,Jhonas Enroth,TOR,G,6,0,3,1,Stockholm,SWE,1988-06-25,,46.0,2.0,2006.0,20092010,70,N,Enroth,SWE,L,0,,175,2016-2017
8475156,Mikko Koskinen,EDM,G,45,27,12,4,Vantaa,FIN,1988-07-18,,31.0,2.0,2009.0,20102011,79,N,Koskinen,FIN,L,1,,202,2021-2022
8473541,Jonathan Bernier,NJD,G,10,4,4,1,Laval,CAN,1988-08-07,QC,11.0,1.0,2006.0,20072008,72,N,Bernier,CAN,L,0,,185,2021-2022
8475683,Sergei Bobrovsky,FLA,G,52,27,23,1,Novokuznetsk,RUS,1988-09-20,,,,,20102011,74,N,Bobrovsky,RUS,L,4,,180,2025-2026
8476763,Calvin Heeter,PHI,G,1,0,0,1,St. Louis,USA,1988-11-02,MO,,,,20132014,76,N,Heeter,USA,L,0,,195,2013-2014
8474152,Scott Darling,CAR,G,8,2,4,2,Newport News,USA,1988-12-22,VA,153.0,6.0,2007.0,20142015,77,N,Darling,USA,L,0,,226,2018-2019
8474729,Mike Murphy,CAR,G,2,0,1,0,Kingston,CAN,1989-01-15,ON,165.0,6.0,2008.0,20112012,71,N,Murphy,CAN,L,0,,172,2011-2012
8474092,Jeremy Smith,COL,G,10,1,6,1,Dearborn,USA,1989-04-13,MI,54.0,2.0,2007.0,20162017,72,N,Smith,USA,L,0,,177,2016-2017
8477180,Aaron Dell,SJS,G,4,0,3,0,Airdrie,CAN,1989-05-04,AB,,,,20162017,72,N,Dell,CAN,L,0,,213,2022-2023
8477293,Antti Raanta,CAR,G,24,12,7,2,Rauma,FIN,1989-05-12,,,,,20132014,72,N,Raanta,FIN,L,1,,195,2023-2024
