,PlayerID,Player,Team,Position,Headshot,Team Logo,playerStripped,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
15,8458951,Sergei Gonchar,PIT,D,https://assets.nhle.com/mugs/nhl/20092010/PIT/8458951.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,sergeigonchar,49,1974-04-13,Chelyabinsk,,RUS,RUS,74,210,1992,WSH,1,14,14
16,8470222,James Wisniewski,ANA,D,https://assets.nhle.com/mugs/nhl/20092010/ANA/8470222.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,jameswisniewski,39,1984-02-21,Canton,MI,USA,USA,71,203,2002,CHI,5,25,156
17,8470602,Dion Phaneuf,TOR,D,https://assets.nhle.com/mugs/nhl/20092010/TOR/8470602.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,dionphaneuf,38,1985-04-10,Edmonton,AB,CAN,CAN,75,222,2003,CGY,1,9,9
18,8467856,Brian Rafalski,DET,D,https://assets.nhle.com/mugs/nhl/20092010/DET/8467856.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,brianrafalski,50,1973-09-28,Dearborn,MI,USA,USA,70,194,-,-,-,-,-
19,8469623,Marek Zidlicky,MIN,D,https://assets.nhle.com/mugs/nhl/20092010/MIN/8469623.png,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,marekzidlicky,46,1977-02-03,Most,,CZE,CZE,71,190,2001,NYR,6,11,176
20,8470600,Ryan Suter,NSH,D,https://assets.nhle.com/mugs/nhl/20092010/NSH/8470600.png,https://assets.nhle.com/logos/nhl/svg/NSH_19981999-20102011_light.svg,ryansuter,38,1985-01-21,Madison,WI,USA,USA,73,205,2003,NSH,1,7,7
21,8467496,Andrei Markov,MTL,D,https://assets.nhle.com/mugs/nhl/20092010/MTL/8467496.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,andreimarkov,44,1978-12-20,Voskresensk,,RUS,RUS,72,200,1998,MTL,6,17,162
22,8474574,Tyler Myers,BUF,D,https://assets.nhle.com/mugs/nhl/20092010/BUF/8474574.png,https://assets.nhle.com/logos/nhl/svg/BUF_20062007-20092010_light.svg,tylermyers,33,1990-02-01,Houston,TX,USA,CAN,80,229,2008,BUF,1,12,12
23,8470724,Kyle Quincey,COL,D,https://assets.nhle.com/mugs/nhl/20092010/COL/8470724.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,kylequincey,38,1985-08-12,Kitchener,ON,CAN,CAN,74,210,2003,DET,4,31,132
24,8469770,Dennis Wideman,BOS,D,https://assets.nhle.com/mugs/nhl/20092010/BOS/8469770.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,denniswideman,40,1983-03-20,Kitchener,ON,CAN,CAN,72,202,2002,BUF,8,12,241
25,8472382,Andy Greene,NJD,D,https://assets.nhle.com/mugs/nhl/20092010/NJD/8472382.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,andygreene,41,1982-10-30,Trenton,MI,USA,USA,71,190,-,-,-,-,-
26,8469492,Fedor Tyutin,CBJ,D,https://assets.nhle.com/mugs/nhl/20092010/CBJ/8469492.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,fedortyutin,40,1983-07-19,Izhevsk,,RUS,RUS,74,221,2001,NYR,2,10,40
27,8458938,Roman Hamrlik,MTL,D,https://assets.nhle.com/mugs/nhl/20092010/MTL/8458938.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,romanhamrlik,49,1974-04-12,Zlin,,CZE,CZE,74,206,1992,T.B,1,1,1
28,8470640,Matt Carle,PHI,D,https://assets.nhle.com/mugs/nhl/20092010/PHI/8470640.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,mattcarle,39,1984-09-25,Anchorage,AK,USA,USA,72,197,2003,S.J,2,17,47
29,8459462,Bryan McCabe,FLA,D,https://assets.nhle.com/mugs/nhl/20092010/FLA/8459462.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,bryanmccabe,48,1975-06-08,St. Catharines,ON,CAN,CAN,74,223,1993,NYI,2,14,40
30,8466215,Joe Corvo,WSH,D,https://assets.nhle.com/mugs/nhl/20092010/WSH/8466215.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,joecorvo,46,1977-06-20,Oak Park,IL,USA,USA,72,204,1997,L.A,4,3,83
31,8470607,Brent Seabrook,CHI,D,https://assets.nhle.com/mugs/nhl/20092010/CHI/8470607.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,brentseabrook,38,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
32,8466285,Brian Campbell,CHI,D,https://assets.nhle.com/mugs/nhl/20092010/CHI/8466285.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,briancampbell,44,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
33,8470642,Shea Weber,NSH,D,https://assets.nhle.com/mugs/nhl/20092010/NSH/8470642.png,https://assets.nhle.com/logos/nhl/svg/NSH_19981999-20102011_light.svg,sheaweber,38,1985-08-14,Sicamous,BC,CAN,CAN,76,230,2003,NSH,2,19,49
34,8467331,Brad Stuart,DET,D,https://assets.nhle.com/mugs/nhl/20092010/DET/8467331.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,bradstuart,44,1979-11-06,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
35,8471686,Marc Staal,NYR,D,https://assets.nhle.com/mugs/nhl/20092010/NYR/8471686.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,marcstaal,36,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,NYR,1,12,12
36,8469619,Dennis Seidenberg,BOS,D,https://assets.nhle.com/mugs/nhl/20092010/BOS/8469619.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,dennisseidenberg,42,1981-07-18,Schwenningen,,DEU,DEU,72,199,2001,PHI,6,7,172
37,8459670,Kimmo Timonen,PHI,D,https://assets.nhle.com/mugs/nhl/20092010/PHI/8459670.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,kimmotimonen,48,1975-03-18,Kuopio,,FIN,FIN,70,194,1993,L.A,10,16,250
38,8462225,Filip Kuba,OTT,D,https://assets.nhle.com/mugs/nhl/20092010/OTT/8462225.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,filipkuba,46,1976-12-29,Ostrava,,CZE,CZE,76,225,1995,FLA,8,10,192
39,8460503,Mattias Ohlund,TBL,D,https://assets.nhle.com/mugs/nhl/20092010/TBL/8460503.png,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,mattiasohlund,47,1976-09-09,Pitea,,SWE,SWE,76,188,1994,VAN,1,13,13
40,8468101,Radek Martinek,NYI,D,https://assets.nhle.com/mugs/nhl/20092010/NYI/8468101.png,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,radekmartinek,47,1976-08-31,Havlickuv Brod,,CZE,CZE,72,205,1999,NYI,8,13,228
41,8470273,Ian White,CGY,D,https://assets.nhle.com/mugs/nhl/20092010/CGY/8470273.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,ianwhite,39,1984-06-04,Steinbach,MB,CAN,CAN,70,191,2002,TOR,6,25,191
42,8460770,Kim Johnsson,CHI,D,https://assets.nhle.com/mugs/nhl/20092010/CHI/8460770.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,kimjohnsson,47,1976-03-16,Malmö,,SWE,SWE,73,193,1994,NYR,11,26,286
43,8469555,Christian Ehrhoff,VAN,D,https://assets.nhle.com/mugs/nhl/20092010/VAN/8469555.png,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,christianehrhoff,41,1982-07-06,Moers,,DEU,DEU,74,201,2001,S.J,4,10,106
44,8467890,Barret Jackman,STL,D,https://assets.nhle.com/mugs/nhl/20092010/STL/8467890.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,barretjackman,42,1981-03-05,Trail,BC,CAN,CAN,72,203,1999,STL,1,17,17
45,8469760,Zbynek Michalek,PHX,D,https://assets.nhle.com/mugs/nhl/20092010/PHX/8469760.png,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,zbynekmichalek,40,1982-12-23,Jindrichuv Hradec,,CZE,CZE,74,210,-,-,-,-,-
46,8471303,Alexander Edler,VAN,D,https://assets.nhle.com/mugs/nhl/20092010/VAN/8471303.png,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,alexedler,37,1986-04-21,Ostersund,,SWE,SWE,76,210,2004,VAN,3,26,91
47,8465210,Pavel Kubina,ATL,D,https://assets.nhle.com/mugs/nhl/20092010/ATL/8465210.png,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,pavelkubina,46,1977-04-15,Celadna,,CZE,CZE,76,258,1996,T.B,7,17,179
48,8460561,Sheldon Souray,EDM,D,https://assets.nhle.com/mugs/nhl/20092010/EDM/8460561.png,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,sheldonsouray,47,1976-07-13,Elk Point,AB,CAN,CAN,76,231,1994,N.J,3,19,71
49,8471677,Jack Johnson,LAK,D,https://assets.nhle.com/mugs/nhl/20092010/LAK/8471677.png,https://assets.nhle.com/logos/nhl/svg/LAK_20022003-20092010_light.svg,jackjohnson,36,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,CAR,1,3,3
50,8465185,Willie Mitchell,VAN,D,https://assets.nhle.com/mugs/nhl/20092010/VAN/8465185.png,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,williemitch,46,1977-04-23,Port McNeill,BC,CAN,CAN,75,210,1996,N.J,8,10,199
51,8459053,Adrian Aucoin,PHX,D,https://assets.nhle.com/mugs/nhl/20092010/PHX/8459053.png,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,adrianaucoin,50,1973-07-03,Ottawa,ON,CAN,CAN,74,215,1992,VAN,5,21,117
52,8468542,Paul Martin,NJD,D,https://assets.nhle.com/mugs/nhl/20092010/NJD/8468542.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,paulmartin,42,1981-03-05,Minneapolis,MN,USA,USA,73,200,2000,N.J,2,32,62
53,8470104,Tom Gilbert,EDM,D,https://assets.nhle.com/mugs/nhl/20092010/EDM/8470104.png,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,tomgilbert,40,1983-01-10,Bloomington,MN,USA,USA,74,210,2002,COL,4,33,129
54,8470054,Keith Ballard,FLA,D,https://assets.nhle.com/mugs/nhl/20092010/FLA/8470054.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,keithballard,41,1982-11-26,Baudette,MN,USA,USA,71,204,2002,BUF,1,11,11
55,8470613,Brent Burns,MIN,D,https://assets.nhle.com/mugs/nhl/20092010/MIN/8470613.png,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,brentburns,38,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
56,8468636,Greg Zanon,MIN,D,https://assets.nhle.com/mugs/nhl/20092010/MIN/8468636.png,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,gregzanon,43,1980-06-05,Burnaby,BC,CAN,CAN,71,201,2000,OTT,5,26,156
57,8465200,Tomas Kaberle,TOR,D,https://assets.nhle.com/mugs/nhl/20092010/TOR/8465200.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,tomaskaberle,45,1978-03-02,Rakovnik,,CZE,CZE,73,212,1996,TOR,8,15,204
58,8464956,Chris Phillips,OTT,D,https://assets.nhle.com/mugs/nhl/20092010/OTT/8464956.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,chrisphillips,45,1978-03-09,Calgary,AB,CAN,CAN,75,219,1996,OTT,1,1,1
59,8470828,Toby Enstrom,ATL,D,https://assets.nhle.com/mugs/nhl/20092010/ATL/8470828.png,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,tobyenstrom,39,1984-11-05,Nordingra,,SWE,SWE,70,180,2003,ATL,8,10,239
60,8466309,Mike Mottau,NJD,D,https://assets.nhle.com/mugs/nhl/20092010/NJD/8466309.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,michaelmottau,45,1978-03-19,Quincy,MA,USA,USA,72,195,1997,NYR,7,21,182
61,8470110,Trevor Daley,DAL,D,https://assets.nhle.com/mugs/nhl/20092010/DAL/8470110.png,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,trevordaley,40,1983-10-09,Toronto,ON,CAN,CAN,71,199,2002,DAL,2,13,43
62,8468493,Ron Hainsey,ATL,D,https://assets.nhle.com/mugs/nhl/20092010/ATL/8468493.png,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,ronhainsey,42,1981-03-24,Bolton,CT,USA,USA,75,201,2000,MTL,1,13,13
63,8471709,Marc-Edouard Vlasic,SJS,D,https://assets.nhle.com/mugs/nhl/20092010/SJS/8471709.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,marcedouardvlasic,36,1987-03-30,Montreal,QC,CAN,CAN,73,205,2005,S.J,2,5,35
64,8469454,Ilya Kovalchuk,NJD,L,https://assets.nhle.com/mugs/nhl/20092010/NJD/8469454.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,ilyakovalchuk,40,1983-04-15,Tver,,RUS,RUS,75,222,2001,ATL,1,1,1
65,8471675,Sidney Crosby,PIT,C,https://assets.nhle.com/mugs/nhl/20092010/PIT/8471675.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,sidneycrosby,36,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,PIT,1,1,1
66,8471314,Mike Lundin,TBL,D,https://assets.nhle.com/mugs/nhl/20092010/TBL/8471314.png,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,michaellundin,39,1984-09-24,Burnsville,MN,USA,USA,74,190,2004,T.B,4,4,102
67,8467917,Jordan Leopold,PIT,D,https://assets.nhle.com/mugs/nhl/20092010/PIT/8467917.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,jordanleopold,43,1980-08-03,Golden Valley,MN,USA,USA,73,206,1999,ANA,2,16,44
68,8466158,Scott Hannan,COL,D,https://assets.nhle.com/mugs/nhl/20092010/COL/8466158.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,scotthannan,44,1979-01-23,Richmond,BC,CAN,CAN,73,215,1997,S.J,1,23,23
69,8468509,Niklas Kronwall,DET,D,https://assets.nhle.com/mugs/nhl/20092010/DET/8468509.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,niklaskronwall,42,1981-01-12,Stockholm,,SWE,SWE,72,194,2000,DET,1,29,29
70,8468598,Lubomir Visnovsky,ANA,D,https://assets.nhle.com/mugs/nhl/20092010/ANA/8468598.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,lubomirvisnovsky,47,1976-08-11,Topolcany,,SVK,SVK,70,192,2000,L.A,4,22,118
71,8469598,Kevin Bieksa,VAN,D,https://assets.nhle.com/mugs/nhl/20092010/VAN/8469598.png,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,kevinbieksa,42,1981-06-16,Grimsby,ON,CAN,CAN,73,197,2001,VAN,5,20,151
72,8466378,Martin St. Louis,TBL,R,https://assets.nhle.com/mugs/nhl/20092010/TBL/8466378.png,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,martinstlouis,48,1975-06-18,Laval,QC,CAN,CAN,68,180,-,-,-,-,-
73,8471214,Alex Ovechkin,WSH,L,https://assets.nhle.com/mugs/nhl/20092010/WSH/8471214.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,alexovechkin,38,1985-09-17,Moscow,,RUS,RUS,75,238,2004,WSH,1,1,1
74,8467439,Jaroslav Spacek,MTL,D,https://assets.nhle.com/mugs/nhl/20092010/MTL/8467439.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,jaroslavspacek,49,1974-02-11,Rokycany,,CZE,CZE,72,210,1998,FLA,5,3,117
75,8471685,Anze Kopitar,LAK,C,https://assets.nhle.com/mugs/nhl/20092010/LAK/8471685.png,https://assets.nhle.com/logos/nhl/svg/LAK_20022003-20092010_light.svg,anzekopitar,36,1987-08-24,Jesenice,,SVN,SVN,75,225,2005,L.A,1,11,11
76,8470612,Ryan Getzlaf,ANA,C,https://assets.nhle.com/mugs/nhl/20092010/ANA/8470612.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,ryangetzlaf,38,1985-05-10,Regina,SK,CAN,CAN,76,220,2003,ANA,1,19,19
77,8467344,Robyn Regehr,CGY,D,https://assets.nhle.com/mugs/nhl/20092010/CGY/8467344.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,robynregehr,43,1980-04-19,Recife,,BRA,CAN,75,222,1998,COL,1,19,19
78,8460492,Ed Jovanovski,PHX,D,https://assets.nhle.com/mugs/nhl/20092010/PHX/8460492.png,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,edjovanovski,47,1976-06-26,Windsor,ON,CAN,CAN,75,220,1994,FLA,1,1,1
79,8471724,Kris Letang,PIT,D,https://assets.nhle.com/mugs/nhl/20092010/PIT/8471724.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,krisletang,36,1987-04-24,Montreal,QC,CAN,CAN,72,201,2005,PIT,3,1,62
80,8471958,Dan Girardi,NYR,D,https://assets.nhle.com/mugs/nhl/20092010/NYR/8471958.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,dangirardi,39,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
81,8466142,Eric Brewer,STL,D,https://assets.nhle.com/mugs/nhl/20092010/STL/8466142.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,ericbrewer,44,1979-04-17,Vernon,BC,CAN,CAN,76,216,1997,NYI,1,5,5
82,8464966,Derek Morris,PHX,D,https://assets.nhle.com/mugs/nhl/20092010/PHX/8464966.png,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,derekmorris,45,1978-08-24,Edmonton,AB,CAN,CAN,72,210,1996,CGY,1,13,13
83,8473446,Erik Johnson,STL,D,https://assets.nhle.com/mugs/nhl/20092010/STL/8473446.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,erikjohnson,35,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,STL,1,1,1
84,8474125,Carl Gunnarsson,TOR,D,https://assets.nhle.com/mugs/nhl/20092010/TOR/8474125.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,carlgunnarsson,37,1986-11-09,Orebro,,SWE,SWE,74,198,2007,TOR,7,13,194
85,8465058,Michal Rozsival,NYR,D,https://assets.nhle.com/mugs/nhl/20092010/NYR/8465058.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,michalrozsival,45,1978-09-03,Vlasim,,CZE,CZE,73,210,1996,PIT,4,25,105
86,8471274,Alex Goligoski,PIT,D,https://assets.nhle.com/mugs/nhl/20092010/PIT/8471274.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,alexgoligoski,38,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,PIT,2,31,61
87,8474567,Zach Bogosian,ATL,D,https://assets.nhle.com/mugs/nhl/20092010/ATL/8474567.png,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,zachbogosian,33,1990-07-15,Massena,NY,USA,USA,74,222,2008,ATL,1,3,3
88,8465012,Tom Poti,WSH,D,https://assets.nhle.com/mugs/nhl/20092010/WSH/8465012.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,tompoti,46,1977-03-22,Worcester,MA,USA,USA,75,190,1996,EDM,3,7,59
89,8470268,Denis Grebeshkov,NSH,D,https://assets.nhle.com/mugs/nhl/20092010/NSH/8470268.png,https://assets.nhle.com/logos/nhl/svg/NSH_19981999-20102011_light.svg,denisgrebeshkov,40,1983-10-11,Yaroslavl,,RUS,RUS,72,206,2002,L.A,1,18,18
90,8471669,Paul Stastny,COL,C,https://assets.nhle.com/mugs/nhl/20092010/COL/8471669.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,paulstastny,37,1985-12-27,Quebec City,QC,CAN,USA,72,193,2005,COL,2,14,44
91,8445550,Rob Blake,SJS,D,https://assets.nhle.com/mugs/nhl/20092010/SJS/8445550.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,robblake,54,1969-12-10,Simcoe,ON,CAN,CAN,76,220,1988,L.A,4,7,70
92,8469665,Johnny Oduya,ATL,D,https://assets.nhle.com/mugs/nhl/20092010/ATL/8469665.png,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,johnnyoduya,42,1981-10-01,Stockholm,,SWE,SWE,72,191,2001,WSH,7,25,221
93,8469465,Dan Hamhuis,NSH,D,https://assets.nhle.com/mugs/nhl/20092010/NSH/8469465.png,https://assets.nhle.com/logos/nhl/svg/NSH_19981999-20102011_light.svg,danhamhuis,41,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
94,8468483,Marian Gaborik,NYR,R,https://assets.nhle.com/mugs/nhl/20092010/NYR/8468483.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,mariangaborik,41,1982-02-14,Trencin,,SVK,SVK,73,200,2000,MIN,1,3,3
95,8466139,Patrick Marleau,SJS,C,https://assets.nhle.com/mugs/nhl/20092010/SJS/8466139.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,patmarleau,44,1979-09-15,Aneroid,SK,CAN,CAN,74,215,1997,S.J,1,2,2
96,8469476,Tim Gleason,CAR,D,https://assets.nhle.com/mugs/nhl/20092010/CAR/8469476.png,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,timgleason,40,1983-01-29,Clawson,MI,USA,USA,72,217,2001,OTT,1,23,23
97,8470601,Braydon Coburn,PHI,D,https://assets.nhle.com/mugs/nhl/20092010/PHI/8470601.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,braydoncoburn,38,1985-02-27,Shaunavon,SK,CAN,CAN,77,224,2003,ATL,1,8,8
98,8470621,Corey Perry,ANA,R,https://assets.nhle.com/mugs/nhl/20092010/ANA/8470621.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,coreyperry,38,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,ANA,1,28,28
99,8470324,Josh Gorges,MTL,D,https://assets.nhle.com/mugs/nhl/20092010/MTL/8470324.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,joshgorges,39,1984-08-14,Kelowna,BC,CAN,CAN,73,204,-,-,-,-,-
